agent_id,agent_age,agent_tenure,agent_status,agent_active_portfolio,agent_inactive_portfolio,time_stamp
AG_09630612,40.0,6,active,208.0,87.0,2017-01-31
AG_05195523,-0.0,14,active,119.0,59.0,2017-01-31
AG_01799397,35.0,0,active,64.0,51.0,2017-01-31
AG_07304386,35.0,8,active,84.0,50.0,2017-01-31
AG_09163029,25.0,2,active,115.0,61.0,2017-01-31
AG_04349628,35.0,6,active,218.0,118.0,2017-01-31
AG_01961148,35.0,0,active,67.0,50.0,2017-01-31
AG_06582859,40.0,7,active,60.0,51.0,2017-01-31
AG_05947144,30.0,3,active,103.0,58.0,2017-01-31
AG_02173706,60.0,5,active,53.0,51.0,2017-01-31
AG_01489277,40.0,8,active,78.0,93.0,2017-01-31
AG_00656726,30.0,2,active,54.0,50.0,2017-01-31
AG_05695251,40.0,12,active,76.0,61.0,2017-01-31
AG_01359128,25.0,0,active,54.0,50.0,2017-01-31
AG_00595485,30.0,2,active,88.0,50.0,2017-01-31
AG_07127416,50.0,1,active,52.0,50.0,2017-01-31
AG_09038824,50.0,7,active,102.0,57.0,2017-01-31
AG_06543005,40.0,5,active,165.0,65.0,2017-01-31
AG_09742809,25.0,2,active,144.0,61.0,2017-01-31
AG_01554836,35.0,5,active,111.0,58.0,2017-01-31
AG_00562357,30.0,0,active,51.0,50.0,2017-01-31
AG_02385113,30.0,2,active,51.0,50.0,2017-01-31
AG_07623157,65.0,2,active,160.0,62.0,2017-01-31
AG_05156798,40.0,1,active,144.0,52.0,2017-01-31
AG_05975474,40.0,0,active,58.0,50.0,2017-01-31
AG_02698281,40.0,4,active,66.0,59.0,2017-01-31
AG_06284698,25.0,0,active,77.0,52.0,2017-01-31
AG_09031383,35.0,2,active,51.0,50.0,2017-01-31
AG_08359551,35.0,2,active,55.0,51.0,2017-01-31
AG_08689075,55.0,3,active,649.0,146.0,2017-01-31
AG_02970785,35.0,0,active,72.0,50.0,2017-01-31
AG_01451348,60.0,0,active,107.0,50.0,2017-01-31
AG_03232429,30.0,3,active,127.0,79.0,2017-01-31
AG_05574559,50.0,27,active,575.0,393.0,2017-01-31
AG_00680751,35.0,0,active,108.0,52.0,2017-01-31
AG_08921918,55.0,12,active,56.0,51.0,2017-01-31
AG_04266182,45.0,11,active,65.0,65.0,2017-01-31
AG_06360939,35.0,2,active,57.0,53.0,2017-01-31
AG_09678438,30.0,5,active,51.0,50.0,2017-01-31
AG_05147881,45.0,1,active,51.0,50.0,2017-01-31
AG_04066290,45.0,6,active,199.0,114.0,2017-01-31
AG_01503173,35.0,9,active,69.0,51.0,2017-01-31
AG_09479934,45.0,2,active,60.0,51.0,2017-01-31
AG_07275466,30.0,0,active,84.0,50.0,2017-01-31
AG_02871491,45.0,8,active,164.0,158.0,2017-01-31
AG_06604959,40.0,3,active,52.0,50.0,2017-01-31
AG_09413949,25.0,0,active,72.0,51.0,2017-01-31
AG_02125104,55.0,17,active,60.0,65.0,2017-01-31
AG_03990583,50.0,2,active,55.0,50.0,2017-01-31
AG_08615247,25.0,0,active,86.0,51.0,2017-01-31
AG_07905606,45.0,0,active,81.0,52.0,2017-01-31
AG_01773154,25.0,1,active,90.0,52.0,2017-01-31
AG_09700618,30.0,4,active,98.0,56.0,2017-01-31
AG_04572729,40.0,11,active,51.0,50.0,2017-01-31
AG_02584810,25.0,1,active,76.0,52.0,2017-01-31
AG_08270886,30.0,2,active,111.0,61.0,2017-01-31
AG_08748232,65.0,2,active,52.0,52.0,2017-01-31
AG_06120813,35.0,0,active,52.0,50.0,2017-01-31
AG_01422533,30.0,0,active,51.0,50.0,2017-01-31
AG_00045578,30.0,6,active,175.0,67.0,2017-01-31
AG_09943397,25.0,0,active,71.0,50.0,2017-01-31
AG_02040397,55.0,1,active,59.0,50.0,2017-01-31
AG_05827199,50.0,3,active,64.0,50.0,2017-01-31
AG_01223413,45.0,6,active,72.0,51.0,2017-01-31
AG_06936917,40.0,2,active,52.0,50.0,2017-01-31
AG_03604934,55.0,14,active,86.0,57.0,2017-01-31
AG_02299406,45.0,3,inactive,55.0,51.0,2017-01-31
AG_09536519,35.0,1,active,100.0,54.0,2017-01-31
AG_08756487,30.0,1,active,191.0,74.0,2017-01-31
AG_09365393,50.0,16,active,51.0,54.0,2017-01-31
AG_01634634,40.0,12,active,87.0,55.0,2017-01-31
AG_09743114,40.0,5,active,63.0,54.0,2017-01-31
AG_00618896,30.0,1,active,94.0,50.0,2017-01-31
AG_08489373,25.0,2,active,55.0,52.0,2017-01-31
AG_02926522,35.0,3,active,64.0,50.0,2017-01-31
AG_09020368,45.0,2,active,54.0,51.0,2017-01-31
AG_07357272,45.0,9,active,61.0,50.0,2017-01-31
AG_05587736,30.0,2,active,143.0,68.0,2017-01-31
AG_05683615,35.0,1,active,55.0,51.0,2017-01-31
AG_04560505,65.0,7,active,70.0,90.0,2017-01-31
AG_06907798,30.0,2,active,131.0,56.0,2017-01-31
AG_02263533,70.0,14,active,61.0,55.0,2017-01-31
AG_00451279,35.0,3,active,207.0,79.0,2017-01-31
AG_02050338,45.0,6,active,374.0,156.0,2017-01-31
AG_04997429,40.0,7,active,140.0,84.0,2017-01-31
AG_00548504,30.0,0,active,58.0,50.0,2017-01-31
AG_04867062,30.0,3,active,60.0,56.0,2017-01-31
AG_02718916,35.0,1,active,53.0,50.0,2017-01-31
AG_03538442,50.0,0,active,52.0,50.0,2017-01-31
AG_02557702,35.0,2,active,110.0,52.0,2017-01-31
AG_02328517,30.0,1,active,52.0,50.0,2017-01-31
AG_06391963,55.0,10,active,58.0,52.0,2017-01-31
